Customer ID,Age,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Satisfaction Level
236,28,Gold,1490.1,21,4.9,FALSE,Satisfied
237,32,Silver,680.3,10,3.8,TRUE,Unsatisfied
238,36,Bronze,470.5,8,3,FALSE,Neutral
239,30,Gold,1180.8,16,4.7,TRUE,Satisfied
240,34,Silver,790.2,11,4,FALSE,Neutral
241,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
242,30,Gold,1470.5,20,4.8,FALSE,Satisfied
243,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
244,37,Bronze,430.8,7,3.4,FALSE,
245,31,Gold,1130.6,15,4.5,TRUE,Satisfied
246,35,Silver,820.9,12,4.3,FALSE,Neutral
247,41,Bronze,480.25,9,3.6,TRUE,Unsatisfied
248,28,Gold,1490.1,21,4.9,FALSE,Satisfied
249,32,Silver,680.3,10,3.8,TRUE,Unsatisfied
250,36,Bronze,470.5,8,3,FALSE,Neutral
251,30,Gold,1180.8,16,4.7,TRUE,Satisfied
252,34,Silver,790.2,11,4,FALSE,Neutral
253,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
254,30,Gold,1470.5,20,4.8,FALSE,Satisfied
255,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
256,37,Bronze,430.8,7,3.4,FALSE,Neutral
257,31,Gold,1140.6,15,4.6,TRUE,Satisfied
258,35,Silver,810.9,12,4.3,FALSE,Neutral
259,41,Bronze,485.25,9,3.6,TRUE,Unsatisfied
260,28,Gold,1500.1,21,4.9,FALSE,Satisfied
261,32,Silver,670.3,10,3.8,TRUE,Unsatisfied
262,36,Bronze,460.5,8,3.1,FALSE,Neutral
263,30,Gold,1190.8,16,4.5,TRUE,Satisfied
264,33,Silver,830.75,13,4.2,FALSE,Satisfied
265,42,Bronze,520.4,9,3.5,TRUE,Unsatisfied
266,29,Gold,1370.2,18,4.7,FALSE,Satisfied
267,26,Silver,690.6,12,3.9,TRUE,Unsatisfied
268,38,Bronze,440.9,8,3.2,FALSE,Neutral
269,32,Gold,1160.3,14,4.4,TRUE,Satisfied
270,34,Silver,800.2,11,4.1,FALSE,Neutral
271,43,Bronze,500.75,10,3.3,TRUE,Unsatisfied
272,30,Gold,1460.5,20,4.8,FALSE,Satisfied
273,27,Silver,700.4,13,4,TRUE,Unsatisfied
274,37,Bronze,430.8,7,3.4,FALSE,Neutral
275,31,Gold,1140.6,15,4.5,TRUE,Satisfied
276,35,Silver,820.9,12,4.3,FALSE,Neutral
277,41,Bronze,480.25,9,3.6,TRUE,Unsatisfied
278,28,Gold,1490.1,21,4.9,FALSE,Satisfied
279,32,Silver,680.3,10,3.8,TRUE,Unsatisfied
280,36,Bronze,470.5,8,3,FALSE,Neutral
281,30,Gold,1180.8,16,4.7,TRUE,Satisfied
282,34,Silver,790.2,11,4,FALSE,Neutral
283,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
284,30,Gold,1470.5,20,4.8,FALSE,Satisfied
285,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
286,37,Bronze,430.8,7,3.4,FALSE,Neutral
287,31,Gold,1130.6,15,4.5,TRUE,Satisfied
288,35,Silver,820.9,12,4.3,FALSE,Neutral
289,41,Bronze,485.25,9,3.6,TRUE,Unsatisfied
290,28,Gold,1500.1,21,4.9,FALSE,Satisfied
291,32,Silver,670.3,10,3.8,TRUE,Unsatisfied
292,36,Bronze,460.5,8,3.1,FALSE,Neutral
293,30,Gold,1190.8,16,4.5,TRUE,Satisfied
294,33,Silver,830.75,13,4.2,FALSE,Satisfied
295,42,Bronze,520.4,9,3.5,TRUE,Unsatisfied
296,29,Gold,1370.2,18,4.7,FALSE,Satisfied
297,26,Silver,690.6,12,3.9,TRUE,Unsatisfied
298,38,Bronze,440.9,8,3.2,FALSE,Neutral
299,32,Gold,1160.3,14,4.4,TRUE,Satisfied
300,34,Silver,800.2,11,4.1,FALSE,Neutral
301,36,Gold,1420.8,19,4.6,FALSE,Satisfied
302,29,Silver,730.4,14,4,TRUE,Unsatisfied
303,35,Bronze,450.6,7,3.3,FALSE,Neutral
304,31,Gold,1210.6,17,4.8,TRUE,Satisfied
305,27,Silver,780.9,11,4.2,FALSE,Neutral
306,42,Bronze,495.25,10,3.5,TRUE,Unsatisfied
307,29,Gold,1390.2,18,4.7,FALSE,Satisfied
308,26,Silver,670.6,12,3.9,TRUE,Unsatisfied
309,38,Bronze,460.9,8,3.2,FALSE,Neutral
310,32,Gold,1170.3,14,4.5,TRUE,Satisfied
311,34,Silver,810.2,11,4,FALSE,Neutral
312,43,Bronze,515.75,9,3.3,TRUE,Unsatisfied
313,30,Gold,1450.5,20,4.8,FALSE,Satisfied
314,27,Silver,690.4,13,4.1,TRUE,Unsatisfied
315,37,Bronze,420.8,7,3.4,FALSE,Neutral
316,31,Gold,1130.6,15,4.5,TRUE,Satisfied
317,35,Silver,820.9,12,4.3,FALSE,Neutral
318,41,Bronze,480.25,9,3.6,TRUE,Unsatisfied
319,28,Gold,1490.1,21,4.9,FALSE,Satisfied
320,32,Silver,680.3,10,3.8,TRUE,Unsatisfied
321,36,Bronze,470.5,8,3,FALSE,Neutral
322,30,Gold,1180.8,16,4.7,TRUE,Satisfied
323,34,Silver,790.2,11,4,FALSE,Neutral
324,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
325,30,Gold,1470.5,20,4.8,FALSE,Satisfied
326,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
327,37,Bronze,430.8,7,3.4,FALSE,Neutral
328,31,Gold,1140.6,15,4.5,TRUE,Satisfied
329,35,Silver,820.9,12,4.3,FALSE,Neutral
330,41,Bronze,485.25,9,3.6,TRUE,Unsatisfied
331,28,Gold,1500.1,21,4.9,FALSE,Satisfied
332,32,Silver,670.3,10,3.8,TRUE,Unsatisfied
333,36,Bronze,460.5,8,3.1,FALSE,Neutral
334,30,Gold,1190.8,16,4.5,TRUE,Satisfied
335,33,Silver,830.75,13,4.2,FALSE,Satisfied
336,42,Bronze,520.4,9,3.5,TRUE,Unsatisfied
337,29,Gold,1370.2,18,4.7,FALSE,Satisfied
338,26,Silver,690.6,12,3.9,TRUE,Unsatisfied
339,38,Bronze,440.9,8,3.2,FALSE,Neutral
340,32,Gold,1160.3,14,4.4,TRUE,Satisfied
341,34,Silver,800.2,11,4.1,FALSE,Neutral
342,43,Bronze,525.75,9,3.3,TRUE,Unsatisfied
343,30,Gold,1460.5,20,4.8,FALSE,Satisfied
344,27,Silver,720.4,13,4,TRUE,Unsatisfied
345,37,Bronze,440.8,7,3.2,FALSE,Neutral
346,31,Gold,1150.6,15,4.5,TRUE,Satisfied
347,35,Silver,830.9,12,4.3,FALSE,Neutral
348,41,Bronze,490.25,9,3.6,TRUE,Unsatisfied
349,28,Gold,1480.1,21,4.9,FALSE,Satisfied
350,32,Silver,690.3,10,3.8,TRUE,Unsatisfied
351,36,Bronze,480.5,8,3.1,FALSE,Neutral
352,30,Gold,1170.8,16,4.7,TRUE,Satisfied
353,34,Silver,790.2,11,4,FALSE,Neutral
354,43,Bronze,510.75,10,3.3,TRUE,Unsatisfied
355,30,Gold,1440.5,19,4.6,FALSE,Satisfied
356,27,Silver,700.4,13,4.1,TRUE,Unsatisfied
357,37,Bronze,410.8,7,3.4,FALSE,Neutral
358,31,Gold,1160.6,15,4.5,TRUE,Satisfied
359,35,Silver,810.9,12,4.3,FALSE,Neutral
360,41,Bronze,495.25,9,3.6,TRUE,Unsatisfied
361,28,Gold,1490.1,21,4.9,FALSE,Satisfied
362,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
363,36,Bronze,430.5,8,3.1,FALSE,Neutral
364,30,Gold,1200.8,16,4.7,TRUE,Satisfied
365,34,Silver,780.2,11,4.1,FALSE,Neutral
366,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
367,30,Gold,1460.5,20,4.8,FALSE,Satisfied
368,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
369,37,Bronze,450.8,7,3.4,FALSE,Neutral
370,31,Gold,1140.6,15,4.5,TRUE,Satisfied
371,35,Silver,800.9,12,4.1,FALSE,Neutral
372,41,Bronze,475.25,9,3.6,TRUE,Unsatisfied
373,28,Gold,1480.1,21,4.9,FALSE,Satisfied
374,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
375,36,Bronze,470.5,8,3,FALSE,Neutral
376,30,Gold,1190.8,16,4.5,TRUE,Satisfied
377,33,Silver,770.2,11,4.2,FALSE,Neutral
378,43,Bronze,515.75,10,3.3,TRUE,Unsatisfied
379,30,Gold,1450.5,19,4.6,FALSE,Satisfied
380,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
381,37,Bronze,430.8,7,3.4,FALSE,Neutral
382,31,Gold,1160.6,15,4.5,TRUE,Satisfied
383,35,Silver,820.9,12,4.3,FALSE,Neutral
384,41,Bronze,495.25,9,3.6,TRUE,Unsatisfied
385,28,Gold,1490.1,21,4.9,FALSE,Satisfied
386,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
387,36,Bronze,440.5,8,3.1,FALSE,Neutral
388,30,Gold,1200.8,16,4.7,TRUE,Satisfied
389,34,Silver,780.2,11,4.1,FALSE,Neutral
390,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
391,30,Gold,1460.5,20,4.8,FALSE,Satisfied
392,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
393,37,Bronze,450.8,7,3.4,FALSE,Neutral
394,31,Gold,1140.6,15,4.5,TRUE,Satisfied
395,35,Silver,800.9,12,4.1,FALSE,Neutral
396,41,Bronze,475.25,9,3.6,TRUE,Unsatisfied
397,28,Gold,1480.1,21,4.9,FALSE,Satisfied
398,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
399,36,Bronze,470.5,8,3,FALSE,Neutral
400,30,Gold,1190.8,16,4.5,TRUE,Satisfied
401,33,Silver,800.2,11,4.1,FALSE,Neutral
402,43,Bronze,515.75,10,3.3,TRUE,Unsatisfied
403,30,Gold,1450.5,19,4.6,FALSE,Satisfied
404,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
405,37,Bronze,430.8,7,3.4,FALSE,Neutral
406,31,Gold,1160.6,15,4.5,TRUE,Satisfied
407,35,Silver,820.9,12,4.3,FALSE,Neutral
408,41,Bronze,495.25,9,3.6,TRUE,Unsatisfied
409,28,Gold,1490.1,21,4.9,FALSE,Satisfied
410,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
411,36,Bronze,440.5,8,3.1,FALSE,Neutral
412,30,Gold,1200.8,16,4.7,TRUE,Satisfied
413,34,Silver,780.2,11,4.1,FALSE,Neutral
414,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
415,30,Gold,1460.5,20,4.8,FALSE,Satisfied
416,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
417,37,Bronze,450.8,7,3.4,FALSE,Neutral
418,31,Gold,1140.6,15,4.5,TRUE,Satisfied
419,35,Silver,800.9,12,4.1,FALSE,Neutral
420,41,Bronze,475.25,9,3.6,TRUE,Unsatisfied
421,28,Gold,1480.1,21,4.9,FALSE,Satisfied
422,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
423,36,Bronze,470.5,8,3,FALSE,Neutral
424,30,Gold,1190.8,16,4.5,TRUE,Satisfied
425,34,Silver,780.2,11,4.2,FALSE,Neutral
426,43,Bronze,515.75,10,3.3,TRUE,Unsatisfied
427,30,Gold,1450.5,19,4.6,FALSE,Satisfied
428,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
429,37,Bronze,430.8,7,3.4,FALSE,Neutral
430,31,Gold,1160.6,15,4.5,TRUE,Satisfied
431,35,Silver,820.9,12,4.3,FALSE,Neutral
432,41,Bronze,495.25,9,3.6,TRUE,Unsatisfied
433,28,Gold,1490.1,21,4.9,FALSE,Satisfied
434,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
435,36,Bronze,440.5,8,3.1,FALSE,Neutral
436,30,Gold,1200.8,16,4.7,TRUE,Satisfied
437,34,Silver,780.2,11,4.1,FALSE,Neutral
438,43,Bronze,505.75,10,3.3,TRUE,Unsatisfied
439,30,Gold,1460.5,20,4.8,FALSE,Satisfied
440,27,Silver,710.4,13,4.1,TRUE,Unsatisfied
441,37,Bronze,450.8,7,3.4,FALSE,Neutral
442,31,Gold,1140.6,15,4.5,TRUE,Satisfied
443,35,Silver,800.9,12,4.1,FALSE,Neutral
444,41,Bronze,475.25,9,3.6,TRUE,Unsatisfied
445,28,Gold,1480.1,21,4.9,FALSE,Satisfied
446,32,Silver,660.3,10,3.8,TRUE,Unsatisfied
447,36,Bronze,470.5,8,3,FALSE,Neutral
448,30,Gold,1190.8,16,4.5,TRUE,Satisfied
449,34,Silver,780.2,11,4.2,FALSE,Neutral
450,43,Bronze,515.75,10,3.3,TRUE,Unsatisfied
